bvid,title,accepted,exclusion_reasons,caption_count,coverage_ratio,restaurant_signal,financial_signal,unrelated_signal,title_body_alignment,dimensions,path
BV1uVdgBSEHK,负债30万开火锅店，不听建议气的勇哥扇自己：每月亏1万为什么不改？@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,43,0.053,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1uVdgBSEHK.srt
BV1c4dMBAEau,每月赚2万的煲仔饭，要花11万转让费接盘。冤种小伙快被馅饼砸晕了！ @勇哥餐饮原创,True,,600,0.999,67,24,2,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1c4dMBAEau.srt
BV1bZdcBZE6F,15万开烤牛肋条月亏2万，开业前联系了勇哥嫌麻烦就不问，如今亏钱了有不听建议。 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,278,0.597,2,0,0,0,位置商圈与客流、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1bZdcBZE6F.srt
BV1RNdcBPEDo,泪目 励志脑瘫小伙打工攒钱开店，靠自己撕开命运的枷锁，超级正能量！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,7,0.013,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1RNdcBPEDo.srt
BV12kRtBfEsa,把房子抵押60万，开浪浪山羊肉串！月亏3万老板想放弃，勇哥说还有机会。 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,281,0.393,0,0,0,0,加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV12kRtBfEsa.srt
BV1JvR4B1ETj,犟种恼羞成怒和勇哥互喷！50万开日咖夜酒被割就是不肯承认，不听勇哥建议还说是纸上谈兵！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,599,0.559,9,1,0,0,人工与老板在场、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1JvR4B1ETj.srt
BV1n8RsB3EF1,负债15万加盟快餐，对方保证半年回本，结果每月亏损1万8！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,52,0.091,7,6,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1n8RsB3EF1.srt
BV1HnRpBzEiD,30万开宠物友好烤肉，没开业就原地倒闭全亏光！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,806,0.798,15,0,0,1,门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HnRpBzEiD.srt
BV1eBR1BxEm7,1百多万在加拿大开素食餐厅，日赚17加币，开业5年都没有回本。@勇哥餐饮原创,True,,620,0.999,116,27,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1eBR1BxEm7.srt
BV1hrRCB1Ea6,30万加盟杂牌汉堡被坑，没想到能日卖4千！小伙自己也是个“高手”。@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,7,0.014,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hrRCB1Ea6.srt
BV1BKRkBDEFu,10万开糖水日亏3百，就要儿子和小姨看店。上次连麦勇哥让关掉，不服气还要再开新店。 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,416,0.527,2,0,0,0,位置商圈与客流、门头与可见性、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1BKRkBDEFu.srt
BV1HWReBTEDX,30万加盟小火锅每天挂0蛋，开业十天亏光啦！（上海） @勇哥餐饮原创,True,,625,0.999,95,21,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HWReBTEDX.srt
BV1i5RcBPExG,三孩宝妈负债加盟奶茶，差点被割15万！勇哥成功截流。@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,54,0.538,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1i5RcBPExG.srt
BV1HMR5B2ETt,奶茶大厦旁边的漂亮饭，25万开店日亏30块。有卧龙的地方必有凤雏！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,120,0.244,1,1,0,0,水电及其他固定成本、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1HMR5B2ETt.srt
BV1nKRGBuEhQ,犟种姐认为自己很有能力，要在无人楼层开漂亮饭。勇哥直言开了必亏40万！@勇哥餐饮原创,True,,819,0.999,75,17,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1nKRGBuEhQ.srt
BV1hiRTBVEmR,在蜜雪冰城隔壁卖冰酒酿，70％的毛利日亏100块。老父亲出钱，老婆算账，小舅子看店。 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,102,0.249,2,2,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hiRTBVEmR.srt
BV1gA9qBsE2B,25万开270平外卖店！需日销4千5才能保本，现在每天亏800块进退两难。 @勇哥餐饮原创,True,,709,1.0,105,28,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gA9qBsE2B.srt
BV1Fz9eBAEak,三娃夫妻全负债开奶茶店！信用卡都刷爆了，还有救吗？  @勇哥餐饮原创,True,,428,0.999,66,23,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Fz9eBAEak.srt
BV1yT9YBNE1y,韭菜姐弟100万开面包店，每月亏5万！开业三个月就要亏光洗白？ @勇哥餐饮原创,True,,781,0.999,114,35,0,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1yT9YBNE1y.srt
BV1kT9hB4E6p,负债90万的工程老板，还要负债10万开果汁轻食。勇哥打碎老板餐饮创业梦。  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,12,0.028,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1kT9hB4E6p.srt
BV1eR9sBcEzB,30万开杂酱面+刨冰，位置差月亏1.5万。老大姐不甘心还想要拯救一下。。。   @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配,31,0.285,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1eR9sBcEzB.srt
BV1vn9QBuEaV,在西安市1200万开火锅，每月亏30万！连麦史上最大连续亏损，地产老板跨界翻车。  @勇哥餐饮原创,True,,1032,0.999,132,43,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1vn9QBuEaV.srt
BV1yq9SBUEbG,2位冤种负债开面包店，开业6天亏光15万！—《赌徒的创业录》   @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,229,0.28,1,0,0,1,位置商圈与客流、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1yq9SBUEbG.srt
BV13v9yB1EV6,在云南花100万买房装修开餐饮，位置偏没顾客天天亏。勇哥：人才中的人才！,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,93,0.275,0,0,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV13v9yB1EV6.srt
BV1ZX96BmER3,一家人没有一个清醒的！妈妈催儿子加盟山东火锅，半年时间全亏光25万！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,12,0.13,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ZX96BmER3.srt
BV1Ug9zB4E4k,香港1百平店+装修700万！只为开家米线店？ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,267,0.401,1,0,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Ug9zB4E4k.srt
BV1WeoCBMEuW,脚滑的女人35万搞营地，勇哥打碎美女创业梦！5万定金还能退吗？ （广东）@勇哥餐饮原创,True,,612,0.999,55,15,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1WeoCBMEuW.srt
BV1kYorBcExR,韩国纯爱战士，因女友留在国内。在江苏开大力神韩国烤肉，月赚2万+。 @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,732,1.884,3,1,0,0,人工与老板在场、位置商圈与客流、门头与可见性、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1kYorBcExR.srt
BV13Yo6BGEPH,烤冷面年赚40万！小伙彻底飘了，要自营奶茶和自己店铺打造三角联动。  @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,7,0.012,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV13Yo6BGEPH.srt
BV1tDovBsE8Y,2000平超大院子改烧烤大排档，投30万需日销4500才能不亏本。（山西）@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；出现明显无关主题；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,386,0.978,1,0,34,0,门头与可见性、渠道口碑与转化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1tDovBsE8Y.srt
BV1oBZFBzEgE,60万开奶茶漂亮饭，打造网红打卡点，东西太贵没复购，每天亏700块怎么改？  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,249,0.508,1,1,0,0,人工与老板在场、初始投入与债务、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1oBZFBzEgE.srt
BV1htofBtEAN,韭菜嫂子30万加盟糖葫芦，带冤种表弟发财，一口气连开四家店！勇哥：等亏光再找我们。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,214,0.502,1,0,0,0,位置商圈与客流、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1htofBtEAN.srt
BV1cRoQBoEH5,报喜鸟来啦！麻辣烫店月赚3W+，老板发财开分店！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,133,0.443,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1cRoQBoEH5.srt
BV1jroDB2EaV,负债50万干餐饮，不听劝告老婆以泪洗面。最后每月亏损3万山穷水尽，勇哥也无能为力。  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,267,0.572,1,0,0,1,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1jroDB2EaV.srt
BV17doLBnEZx,180万开水帘洞火锅后续：又要加盟福鹿家！还迷上了王者荣耀里面的种菜！@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,14,0.042,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV17doLBnEZx.srt
BV1sAo7BeEeC,30万加盟小火锅，没人认知亏损60万！房子也抵押了， 能借的都借遍了，夫妻二人的天塌了。  @勇哥餐饮原创,True,,809,0.996,124,47,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1sAo7BeEeC.srt
BV1G1o5BMENo,豆米火锅月赚3万，房东眼红赶走自己开！老板娘立马100万买下隔壁和原房东对掏！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,416,0.811,2,0,0,0,位置商圈与客流、门头与可见性、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1G1o5BMENo.srt
BV1fToVB5Emm,小伙摆摊卖汉堡，刚赚点钱就要抵押房子开店！是深思熟虑还是飘了？ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,160,0.249,0,0,0,0,加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1fToVB5Emm.srt
BV1qtoYBaEYQ,犟种30万开咖啡简餐，认为自己强的可怕！勇哥直言啥都不懂，直接把钱捐了。  @勇哥餐饮原创,True,,1088,1.0,132,16,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1qtoYBaEYQ.srt
BV1L5osBuELu,20万加盟小食堂，光酱料就花5万！刚找勇哥支招总部就打来电话。 @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,20,0.049,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1L5osBuELu.srt
BV1ppoxBXESy,亏掉100万还不死心？成都大姐超级不服气，执意再开餐饮店！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,19,0.055,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ppoxBXESy.srt
BV1P8onBkEXJ,勇哥被人谣言举报了，帽子叔叔上门调查！,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,38,0.966,0,0,0,0,初始投入与债务、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1P8onBkEXJ.srt
BV1WodSBXEj8,投54万在医院里开奶茶烘焙店，开业即倒闭！ 勇次郎：就说老婆跑了，赶紧往外转。  @勇哥餐饮原创,False,餐饮语义信号不足,364,0.999,28,5,0,1,当前营业额、房租物业与合同、人工与老板在场、初始投入与债务、位置商圈与客流、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1WodSBXEj8.srt
BV1Mzd1BSEyd,宝妈搞服装亏了100万，为了奋斗又开麻辣烫，开业后每月亏1万。 这是越努力越亏钱啊！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,9,0.033,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Mzd1BSEyd.srt
BV1XxdCBSECF,小伙子真是大好人！11万接下朋友亏钱酒馆，自以为有能力改善经营。 @勇哥餐饮原创,True,,394,0.999,46,22,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1XxdCBSECF.srt
BV14NdfBJEaK,韭菜成精啦！70万加盟火锅，总部全程代管每天亏80块。  @勇哥餐饮原创,True,,595,1.0,62,18,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV14NdfBJEaK.srt
BV1judjB2EBX,19岁小伙开火锅，自认为选址完美。勇哥回应辣鸡位置，开了必亏！小伙偏要要试一试。@勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,7,0.012,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1judjB2EBX.srt
BV1Z3d8BQEgR,投50万开菌子火锅，毛利率只有30％！每天亏掉1000块！老板还想改成烤鸡，勇哥建议改烤鸡屁股～  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,249,0.473,1,1,0,0,人工与老板在场、初始投入与债务、门头与可见性,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Z3d8BQEgR.srt
BV1RgdqBiEWR,小伙被老阿姨魅惑，从海南跑到云南花16万接手亏钱店铺。每天亏4百气的勇哥扇自己！ @勇哥餐饮原创,False,字幕条目过少；餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；字幕覆盖严重不足；与其他视频字幕重复且非最佳匹配,6,0.006,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1RgdqBiEWR.srt
BV1zEQnBHErY,犟种的发财梦，加盟烧烤以为能日销过万，还能年入百万？这是被赚钱蒙蔽了双眼。                @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足,599,0.994,9,1,0,1,人工与老板在场、产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1zEQnBHErY.srt
BV1CqQGBTE3B,姐弟羊入虎口，到快招圣地加盟小罐酸奶，投26万换来月亏2W，化身房东打工仔！ @勇哥餐饮原创,True,,632,1.0,79,19,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1CqQGBTE3B.srt
BV11YQvBMELb,餐饮界奇人天使哥！赔光200万+负债！只因免费给人装修只要入股。简直是餐饮界的天使投资人。@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；与其他视频字幕重复且非最佳匹配,604,0.542,4,2,0,0,人工与老板在场、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV11YQvBMELb.srt
BV1BCQYBXEzZ,80万加盟杂牌奶茶，总部早已失联，大姐苦苦坚持每天只赚2块钱！@勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,806,1.313,15,0,0,0,门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1BCQYBXEzZ.srt
BV12EQbBWEi6,姑娘0帧起手当市长，全负债加盟蛋糕，三个月亏光17万！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；标题品类与正文不匹配；与其他视频字幕重复且非最佳匹配,93,0.222,0,0,0,0,产品客单与差异化,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV12EQbBWEi6.srt
BV1RZQxBFErD,打工变接盘侠！3万接手烧饼加盟，总投12万硬开一年彻底凉了！ @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；可识别判断维度不足；与其他视频字幕重复且非最佳匹配,133,0.234,0,0,0,0,,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1RZQxBFErD.srt
BV1MUQsBEESN,中医馆里卖中药馒头，每天挂0蛋！白天做好晚上倒垃圾桶  @勇哥餐饮原创,False,餐饮语义信号不足；经营/财务语义信号不足；与其他视频字幕重复且非最佳匹配,461,0.623,3,3,0,0,房租物业与合同、水电及其他固定成本、位置商圈与客流、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1MUQsBEESN.srt
BV1g4QxBHEjv,大姐加盟24小时自助小酒馆，每天只卖1块钱！2个月亏光！（大姐自愿爆出为民除害）@勇哥餐饮原创,True,,825,0.999,77,14,0,1,当前营业额、毛利与变动成本、房租物业与合同、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1g4QxBHEjv.srt
BV1SMDXBsENB,老哥60万开奶茶，称6年0闭店率！没想到每个月亏2万7！开业5个月就要洗白  @勇哥餐饮原创,True,,541,0.999,90,20,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1SMDXBsENB.srt
BV1pZDDBVEQ9,大姐成元炁派掌门，卖中药奶茶，深陷其中无法自拔！直播间已经笑疯！@勇哥餐饮原创,True,,1414,1.0,122,20,0,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1pZDDBVEQ9.srt
