bvid,title,caption_count,coverage_ratio,restaurant_signal,financial_signal,title_body_alignment,dimensions,path
BV1gkwFzrELX,海绵堡堡汉堡店，每月能赚3万！老板表示很累。@勇哥餐饮原创,359,0.999,81,13,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gkwFzrELX.srt
BV1oycozkEVV,姑娘花10万开糖水店，0元房租还能每月亏损6千块！@勇哥餐饮原创,386,1.0,65,17,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1oycozkEVV.srt
BV1mjNVz2Ecp,勇哥V S勇茶，小伙从深圳到成都，只为月赚3千！@勇哥餐饮原创,611,1.0,92,15,1,当前营业额、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1mjNVz2Ecp.srt
BV1twPyzeEXU,夫妻要27万接盘漂亮饭，数据全听老板说，勇哥：开了最少亏50万！@勇哥餐饮原创,600,0.999,118,39,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1twPyzeEXU.srt
BV1PBPPzmEWa,宝妈负债十几万开“姨妈热饮”养生奶茶，24万的投入换了天天亏钱！@勇哥餐饮原创,703,1.0,92,16,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1PBPPzmEWa.srt
BV1TpAZzeEgP,小伙刷爆信用卡，30万开“猴赛雷奶茶”，还把亲姐拉下水，如今月亏2万  @勇哥餐饮原创,642,0.999,88,27,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1TpAZzeEgP.srt
BV13UPjzbEPD,自创奶茶一年亏掉60万，运气赚钱实力亏！@勇哥餐饮原创,767,1.0,95,17,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV13UPjzbEPD.srt
BV17HPgzXEUG,加盟蜜雪被拒，嫌茶百道贵，20万开杂牌奶茶后，如今月亏6千。。。@勇哥餐饮原创,614,0.999,65,28,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV17HPgzXEUG.srt
BV1JdAez9EHD,23万开烧烤大排档亏钱，合伙人跑路，每月亏1万多还有救吗？ @勇哥餐饮原创,527,1.0,86,36,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1JdAez9EHD.srt
BV17XA8zgEtM,50万开牛肉海鲜火锅，8个月全亏光！48岁大哥创业燃尽了  @勇哥餐饮原创,418,0.999,71,29,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV17XA8zgEtM.srt
BV1LoA8zqEEc,60万开广西鲜料爆炒，月亏1万8能救吗？ @勇哥餐饮原创,465,0.999,64,21,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1LoA8zqEEc.srt
BV1hpADznEgG,贷款60万砸80万开汉堡披萨店，亏光后不甘心再砸20万接着开！（经典补档）@勇哥餐饮原创,571,0.999,49,8,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hpADznEgG.srt
BV1LgfvBzE8V,花10W马币在马来西亚开中式小碗菜，月亏2万，有救吗？,510,1.0,80,20,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1LgfvBzE8V.srt
BV1o4fpBuEn4,40万开烘培店，总部黄了自己成总部！月亏1万还能开吗？ @勇哥餐饮原创,571,1.0,105,24,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1o4fpBuEn4.srt
BV1TWfyBQEVW,90万加盟杂牌拌饭，2个月全亏光！只因找不到米村官网，以此为戒。@勇哥餐饮原创,3018,6.346,90,12,1,初始投入与债务、位置商圈与客流、门头与可见性、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1TWfyBQEVW.srt
BV1GnfqB6Eq7,40万开炸鸡才20％的毛利率！每月亏6万！有卧龙周围必有凤雏  @勇哥餐饮原创,744,1.0,153,65,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1GnfqB6Eq7.srt
BV1inZZBTEqx,因自己爱吃，13万开泡菜店！“天才选址”顾客进不来！每天亏250块  @勇哥餐饮原创,616,0.999,84,10,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1inZZBTEqx.srt
BV1PcfEBrEfL,200万开披萨自助月亏6万！已经开业4年还能坚持下去吗？ @勇哥餐饮原创,493,0.998,74,23,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1PcfEBrEfL.srt
BV1MnfgBdE4L,40万开铁板烧每月房租就要2万！月亏4万5还有救吗 @勇哥餐饮原创,548,0.998,90,25,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1MnfgBdE4L.srt
BV1bwZzBqEma,15万开“山寨蜜雪”奶茶店月亏7千，勇哥建议改烧烤，老板称烧烤没前途 @勇哥餐饮原创,456,0.996,73,16,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1bwZzBqEma.srt
BV1kHZuBGE4E,大姐负债20万加盟杂牌汉堡！每天亏400还能救吗？ @勇哥餐饮原创,622,0.999,89,44,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1kHZuBGE4E.srt
BV16oZxBpEnb,30万加盟杂牌奶茶和霸王蜜雪对掏！月亏1万8 @勇哥餐饮原创,539,0.994,73,21,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV16oZxBpEnb.srt
BV1jJFfzyE37,二次元小登厨披萨店！对于二刺螈勇哥有点懵！@勇哥餐饮原创,440,0.999,51,14,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1jJFfzyE37.srt
BV1ugFvzYEkn,小伙要20万开200平的烘培店！初生牛犊不怕虎！  @勇哥餐饮原创,377,1.0,43,8,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1ugFvzYEkn.srt
BV1UyfoBREpE,女老板砸300万开酒吧！开业50天赔光！@勇哥餐饮原创,374,0.999,66,25,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1UyfoBREpE.srt
BV1gbfDBkESU,宝妈10万开姨妈热饮店，暖暖女神饮2个月赔光！,393,0.999,51,17,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gbfDBkESU.srt
BV1XsFVzCEJP,宝妈创业楷模！5千开糖水店每天仅亏67块钱！ @勇哥餐饮原创,281,0.999,45,12,1,当前营业额、毛利与变动成本、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1XsFVzCEJP.srt
BV1Ap61BiESN,小伙35万开奶茶，周围4个品牌怎么打？不亏钱不正常   @勇哥餐饮原创,430,0.998,57,16,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1Ap61BiESN.srt
BV13kzZB7EB5,86万打水漂！女子和闺蜜合伙开店，对方一分不出，全程忽悠傻白甜   @勇哥餐饮原创,535,0.999,47,15,1,当前营业额、房租物业与合同、人工与老板在场、初始投入与债务、位置商圈与客流、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV13kzZB7EB5.srt
BV1gc6TBTELz,宝妈负债20万开糯米饭日亏500，开店不足1月坚持不下去了  @勇哥餐饮原创,232,0.998,40,18,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1gc6TBTELz.srt
BV1bTzqBDEyG,关于冤种老板花60万，给身负百万的我打造世外桃源  @勇哥餐饮原创,447,0.999,61,16,1,当前营业额、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1bTzqBDEyG.srt
BV1nXz7BEENF,宝妈瞒着家人40万开咖啡，因找不到瑞幸官网被快招截胡！@勇哥餐饮原创,926,1.0,109,47,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1nXz7BEENF.srt
BV1oqzjBzE1W,北京房租60万开猪脚饭！大哥劝不住这是开定了！ @勇哥餐饮原创,387,1.0,41,25,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1oqzjBzE1W.srt
BV1wnkHBqEjT,面馆每月只赚3千块！勇次郎：信我让你赚10倍，每个月赚3万！,474,0.993,70,22,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1wnkHBqEjT.srt
BV12WkTBMEUj,老师+会计辞职80万开水盆羊肉！每天入不敷出,606,0.999,105,55,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV12WkTBMEUj.srt
BV1tZkNBTEU4,姑娘辞职铁饭碗开中药奶茶，中药+奶茶＝养生天花板  @勇哥餐饮原创,498,0.999,67,16,1,毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1tZkNBTEU4.srt
BV1hrrfB9EWp,11万加盟小火锅每天挂0蛋，小伙请律师和快招公司正面硬刚  @勇哥餐饮原创,668,0.999,68,13,2,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1hrrfB9EWp.srt
BV1FsrLB2EsK,老哥160万开江湖菜月亏4万8该如何改善？需要日销8000才能保本  @勇哥餐饮原创,564,0.999,43,14,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1FsrLB2EsK.srt
BV1MSrBBZENo,两口子白嫖飞机票结果被快招收割，负债13万加盟罐罐米线每天亏钱  （勇哥餐饮）,731,0.999,64,21,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1MSrBBZENo.srt
BV1tnrhBvEAe,小伙15万开财神糖水馄饨铺日亏300！还要坚持下去吗？  —勇哥餐饮,561,1.0,79,18,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1tnrhBvEAe.srt
BV15vrVBwEVP,75块的房租能日卖4000！老板捡大漏！房东看到就完蛋了！,312,0.999,47,17,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV15vrVBwEVP.srt
BV1dYijBhEt6,50万加盟面馆半年亏完，大姐不会算账不签合同,1115,1.0,150,55,1,当前营业额、毛利与变动成本、房租物业与合同、人工与老板在场、水电及其他固定成本、初始投入与债务、位置商圈与客流、门头与可见性、产品客单与差异化、渠道口碑与转化、加盟与经营者风险、纠偏退出与机会成本,/Users/zhangyvjing/Library/Mobile Documents/com~apple~CloudDocs/Agent/output/bilibili-ai-subtitles/srt/BV1dYijBhEt6.srt
