bvid,title,duration,subtitle_status,title_stage,title_problems
BV13v9yB1EV6,在云南花100万买房装修开餐饮，位置偏没顾客天天亏。勇哥：人才中的人才！,10:53,saved,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1ZX96BmER3,一家人没有一个清醒的！妈妈催儿子加盟山东火锅，半年时间全亏光25万！ @勇哥餐饮原创,24:22,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1Ug9zB4E4k,香港1百平店+装修700万！只为开家米线店？ @勇哥餐饮原创,25:17,saved,其他案例/内容,投入过重
BV1WeoCBMEuW,脚滑的女人35万搞营地，勇哥打碎美女创业梦！5万定金还能退吗？ （广东）@勇哥餐饮原创,20:45,saved,其他案例/内容,
BV1kYorBcExR,韩国纯爱战士，因女友留在国内。在江苏开大力神韩国烤肉，月赚2万+。 @勇哥餐饮原创,16:20,saved,增长/成功复盘,增长诉求
BV13Yo6BGEPH,烤冷面年赚40万！小伙彻底飘了，要自营奶茶和自己店铺打造三角联动。  @勇哥餐饮原创,20:39,saved,其他案例/内容,
BV1tDovBsE8Y,2000平超大院子改烧烤大排档，投30万需日销4500才能不亏本。（山西）@勇哥餐饮原创,14:02,saved,经营困境/止损,亏损与现金流
BV1oBZFBzEgE,60万开奶茶漂亮饭，打造网红打卡点，东西太贵没复购，每天亏700块怎么改？  @勇哥餐饮原创,17:07,saved,经营困境/止损,亏损与现金流、投入过重
BV1htofBtEAN,韭菜嫂子30万加盟糖葫芦，带冤种表弟发财，一口气连开四家店！勇哥：等亏光再找我们。@勇哥餐饮原创,15:39,saved,经营困境/止损,亏损与现金流、加盟与品牌、增长诉求
BV1m1o9B6EAC,女友夸爆铁板鸡架，小伙无脑接盘亏钱店！前老板说啥都相信。。。  @勇哥餐饮原创,18:36,no_ai_zh,经营困境/止损,亏损与现金流
BV1cRoQBoEH5,报喜鸟来啦！麻辣烫店月赚3W+，老板发财开分店！ @勇哥餐饮原创,10:52,saved,增长/成功复盘,增长诉求
BV1jroDB2EaV,负债50万干餐饮，不听劝告老婆以泪洗面。最后每月亏损3万山穷水尽，勇哥也无能为力。  @勇哥餐饮原创,17:43,saved,经营困境/止损,亏损与现金流
BV17doLBnEZx,180万开水帘洞火锅后续：又要加盟福鹿家！还迷上了王者荣耀里面的种菜！@勇哥餐饮原创,16:48,saved,其他案例/内容,加盟与品牌、投入过重
BV1sAo7BeEeC,30万加盟小火锅，没人认知亏损60万！房子也抵押了， 能借的都借遍了，夫妻二人的天塌了。  @勇哥餐饮原创,28:48,saved,经营困境/止损,亏损与现金流、选址与客流、加盟与品牌
BV1G1o5BMENo,豆米火锅月赚3万，房东眼红赶走自己开！老板娘立马100万买下隔壁和原房东对掏！ @勇哥餐饮原创,18:34,saved,增长/成功复盘,增长诉求
BV1fToVB5Emm,小伙摆摊卖汉堡，刚赚点钱就要抵押房子开店！是深思熟虑还是飘了？ @勇哥餐饮原创,19:58,saved,其他案例/内容,亏损与现金流、产品与定价
BV1TwoMBVErw,宝妈2年前不听勇哥劝，偏要20万开蛋糕店，一分钱没赚到还嘴硬说没亏！连线勇哥观看新位置，装修又被坑。  @勇哥餐饮原创,15:55,no_ai_zh,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1qtoYBaEYQ,犟种30万开咖啡简餐，认为自己强的可怕！勇哥直言啥都不懂，直接把钱捐了。  @勇哥餐饮原创,34:08,saved,其他案例/内容,投入过重
BV1KtoaBCEJA,云南神人加盟山东米线，3个月亏光20万！十年打工一场空，没有认知真可怕。 @勇哥餐饮原创,24:39,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌
BV1L5osBuELu,20万加盟小食堂，光酱料就花5万！刚找勇哥支招总部就打来电话。 @勇哥餐饮原创,18:10,saved,其他案例/内容,加盟与品牌
BV1ppoxBXESy,亏掉100万还不死心？成都大姐超级不服气，执意再开餐饮店！ @勇哥餐饮原创,17:25,saved,经营困境/止损,亏损与现金流
BV1P8onBkEXJ,勇哥被人谣言举报了，帽子叔叔上门调查！,01:14,saved,其他案例/内容,
BV1WodSBXEj8,投54万在医院里开奶茶烘焙店，开业即倒闭！ 勇次郎：就说老婆跑了，赶紧往外转。  @勇哥餐饮原创,12:24,saved,经营困境/止损,亏损与现金流
BV1Mzd1BSEyd,宝妈搞服装亏了100万，为了奋斗又开麻辣烫，开业后每月亏1万。 这是越努力越亏钱啊！ @勇哥餐饮原创,23:58,saved,经营困境/止损,亏损与现金流
BV1XxdCBSECF,小伙子真是大好人！11万接下朋友亏钱酒馆，自以为有能力改善经营。 @勇哥餐饮原创,13:42,saved,经营困境/止损,亏损与现金流
BV1WNoKBYETn,老板一分钱没有，要全负债18W开漂亮饭！勇哥：成都的朋友千万不要借给他，开了必亏。  @勇哥餐饮原创,19:18,no_ai_zh,经营困境/止损,亏损与现金流
BV1w1oPBtEQV,躺平父亲为了向儿子证明自己，要砸40万开奶茶，还想加盟图书！ @勇哥餐饮原创,36:10,no_ai_zh,其他案例/内容,加盟与品牌、投入过重
BV1FwoFB3EbL,在韩国开东北菜馆，每月只赚1.5万，还没有出去打工赚的多。 @勇哥餐饮原创,14:58,no_ai_zh,其他案例/内容,
BV14NdfBJEaK,韭菜成精啦！70万加盟火锅，总部全程代管每天亏80块。  @勇哥餐饮原创,19:09,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1YUddBpEsa,30万开杂牌奶茶，被蜜雪古茗包围，开业半年全部赔光！  @勇哥餐饮原创,14:29,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV12WdWBJEz1,退伍小伙从云南跑到成都加盟云南米线！勇哥:你脑袋里装的是泡菜吗？ 还和在西Z工作的媳妇分居两地。@勇哥餐饮原创,16:37,no_ai_zh,其他案例/内容,加盟与品牌
BV15xdpBFEES,豆包推荐加盟派乐汉堡，先从建房开始搞起！ 勇哥成功截流加盟。 @勇哥餐饮原创,15:34,no_ai_zh,增长/成功复盘,加盟与品牌
BV1judjB2EBX,19岁小伙开火锅，自认为选址完美。勇哥回应辣鸡位置，开了必亏！小伙偏要要试一试。@勇哥餐饮原创,21:00,saved,经营困境/止损,亏损与现金流、选址与客流
BV1Z3d8BQEgR,投50万开菌子火锅，毛利率只有30％！每天亏掉1000块！老板还想改成烤鸡，勇哥建议改烤鸡屁股～  @勇哥餐饮原创,18:22,saved,经营困境/止损,亏损与现金流、投入过重
BV1pfdBBXEVX,家是本老哥成立公司，完成A轮融资，立足历史重大机遇，打造商业帝国！目标几十上百亿！ @勇哥餐饮原创,30:55,no_ai_zh,其他案例/内容,
BV1RgdqBiEWR,小伙被老阿姨魅惑，从海南跑到云南花16万接手亏钱店铺。每天亏4百气的勇哥扇自己！ @勇哥餐饮原创,36:31,saved,经营困境/止损,亏损与现金流
BV1xjdhBMEWH,北京高端减脂餐外卖，想吃先交1千会员费！勇哥：你的逻辑无懈可击，但是不妨碍一个月就倒闭。  @勇哥餐饮原创,29:22,no_ai_zh,经营困境/止损,亏损与现金流、产品与定价
BV1zEQnBHErY,犟种的发财梦，加盟烧烤以为能日销过万，还能年入百万？这是被赚钱蒙蔽了双眼。                @勇哥餐饮原创,21:47,saved,增长/成功复盘,加盟与品牌、增长诉求
BV1a3QJBME2K,上海姑娘开拌饭，开业一年赔光35万！ @勇哥餐饮原创,16:45,no_ai_zh,经营困境/止损,亏损与现金流
BV1EeQ7ByEKT,忍受不了前老板的压榨，社恐姑娘要开蛋糕店。前老板以前很好，现在初心变了。 @勇哥餐饮原创,13:20,no_ai_zh,开店前/投入决策,
BV1CqQGBTE3B,姐弟羊入虎口，到快招圣地加盟小罐酸奶，投26万换来月亏2W，化身房东打工仔！ @勇哥餐饮原创,22:00,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV11YQvBMELb,餐饮界奇人天使哥！赔光200万+负债！只因免费给人装修只要入股。简直是餐饮界的天使投资人。@勇哥餐饮原创,42:44,saved,经营困境/止损,亏损与现金流、投入过重
BV1BCQYBXEzZ,80万加盟杂牌奶茶，总部早已失联，大姐苦苦坚持每天只赚2块钱！@勇哥餐饮原创,21:47,saved,其他案例/内容,加盟与品牌
BV12EQbBWEi6,姑娘0帧起手当市长，全负债加盟蛋糕，三个月亏光17万！ @勇哥餐饮原创,13:27,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1RZQxBFErD,打工变接盘侠！3万接手烧饼加盟，总投12万硬开一年彻底凉了！ @勇哥餐饮原创,20:34,saved,其他案例/内容,加盟与品牌
BV1MUQsBEESN,中医馆里卖中药馒头，每天挂0蛋！白天做好晚上倒垃圾桶  @勇哥餐饮原创,18:26,saved,其他案例/内容,产品与定价
BV1g4QxBHEjv,大姐加盟24小时自助小酒馆，每天只卖1块钱！2个月亏光！（大姐自愿爆出为民除害）@勇哥餐饮原创,27:10,saved,经营困境/止损,亏损与现金流、加盟与品牌、产品与定价
BV1SMDXBsENB,老哥60万开奶茶，称6年0闭店率！没想到每个月亏2万7！开业5个月就要洗白  @勇哥餐饮原创,19:52,saved,经营困境/止损,亏损与现金流、投入过重
BV1pZDDBVEQ9,大姐成元炁派掌门，卖中药奶茶，深陷其中无法自拔！直播间已经笑疯！@勇哥餐饮原创,45:16,saved,其他案例/内容,产品与定价
BV1QfDSBXEuT,小红薯刷出来的噩梦！县城砸60万开三明治外卖店，网友都不看好，连线勇哥要打脸网友自己没有错。 @勇哥餐饮原创,28:49,saved,其他案例/内容,投入过重、产品与定价
BV1x6DyBhEkk,砸180万开水帘洞火锅，太花哨像妖精洞！女老板太懒要勇哥帮忙运营  @勇哥餐饮原创,24:12,saved,其他案例/内容,投入过重、运营与人员
BV1mdDCBhEUy,60万开漂亮饭月亏1.5万，9个员工倒清闲。勇哥：先砍掉7个店员！@勇哥餐饮原创,26:37,no_ai_zh,经营困境/止损,亏损与现金流、投入过重、运营与人员
BV1AiQcBuE4x,老哥带娃被嘲笑软饭男，如今月赚2万证明自己。 三十年河东，三十年河西？@勇哥餐饮原创,23:26,saved,增长/成功复盘,增长诉求
BV128QcBGE5W,单亲妈妈负债10万开糖水店，每天却只赚50块。勇哥退费399  @勇哥餐饮原创,13:59,saved,其他案例/内容,亏损与现金流、投入过重
BV1WXQFBBEKs,宝妈寿司的发财梦，听信总部保证赚钱。还想做成家族企业！勇次郎：两口子一对卧龙凤雏。@勇哥餐饮原创,36:19,no_ai_zh,增长/成功复盘,加盟与品牌、增长诉求
BV1Q3DsBUE3i,砸100万在荒山野岭盖房，还要花70万装修开土菜馆， 人才中的人才！ @勇哥餐饮原创,10:34,saved,其他案例/内容,投入过重
BV1XKDpB5E6o,在东莞80万开西餐自助，每月亏掉6万6！ 还有救吗？ @勇哥餐饮原创,30:57,saved,经营困境/止损,亏损与现金流、投入过重
BV1LXD7BBESe,被亲戚做局接盘旺财狗肉馆！看了勇哥四年视频白看了。@勇哥餐饮原创,14:43,saved,其他案例/内容,
BV1y3DjB2Edq,50万开糖水粉面店，光装修就35万！需要日销4800才能保本！这位置有点悬 @勇哥餐饮原创,23:15,saved,其他案例/内容,选址与客流、投入过重
BV19BDrBNERB,大韭菜要140万加盟烤肉，连麦中总部发力不连了！ 勇次郎：开了就亏200万！ @勇哥餐饮原创,20:57,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1LCDeBUEpK,冤种花18万接下易守难攻的店铺，月亏8千的螺蛳粉店还坚持的住吗？ @勇哥餐饮原创,13:57,saved,经营困境/止损,亏损与现金流
BV1yTDvBAE7t,心理医生有点犟，非要50万加盟汉堡！勇哥真的劝不住。 @勇哥餐饮原创,34:13,saved,其他案例/内容,加盟与品牌
BV1cSDYBdEr9,看人赚钱钩子痒！要60万加盟烤肉，击碎小伙创业梦 @勇哥餐饮原创,19:58,saved,其他案例/内容,加盟与品牌
BV1TiSfBqE8K,“老兵寿司”租位置需要自购集装箱，管理方主打一个“白嫖”，还不允许转让！@勇哥餐饮原创,11:46,saved,其他案例/内容,选址与客流、运营与人员
BV1iRSoB1EYd,22万自营咖啡店，每月还能亏1万5！勇次郎给快招道歉：有没有你们他们都要亏钱。 （补档） @勇哥餐饮原创,15:17,saved,经营困境/止损,亏损与现金流
BV1edSRBTEHt,舅舅中了美人计要接盘奶茶店后续，和勇哥下麦后又去找老板娘了！根本靠不住啊！,00:31,saved,其他案例/内容,
BV1EoSSBwEfZ,以为是个青铜，为了选址守了1年，把8万转让费磨到2万！没想到是个高手。 @勇哥餐饮原创,12:00,no_ai_zh,开店前/投入决策,选址与客流、投入过重
BV1CgD5BzEa7,澳门夫妻要开茶饮，评论区都要回澳门截胡位置！不好意思，不是当地的开不鸟。@勇哥餐饮原创,14:38,saved,开店前/投入决策,选址与客流
BV1QrDTBNETE,年销170万的蜜雪，只要15万转让费！是天上掉馅饼还是陷阱？ @勇哥餐饮原创,18:05,saved,开店前/投入决策,投入过重
BV14aDMBcEdq,50万开防空洞火锅，每月亏近4万！没有停车位还有救吗？ @勇哥餐饮原创,19:12,saved,经营困境/止损,亏损与现金流、投入过重
BV1Pm9gBzEBk,女友闹分手+全家反对，大哥要接手亏钱奶茶店！机智外甥女紧急连线勇哥，拯救被蒙蔽双眼的舅舅 @勇哥餐饮原创,25:39,saved,经营困境/止损,亏损与现金流
BV1Ps9uBiEzx,半年亏光100万的机器人江西小炒！老板称顾客为“羊毛党”，这钱亏的不冤。（成都） @勇哥餐饮原创,22:20,saved,经营困境/止损,亏损与现金流
BV1a19TBVE11,人到中年负债几十万，开理发小吃店。又想加入咖啡！理发时间喝咖啡。 @勇哥餐饮原创,23:17,saved,其他案例/内容,亏损与现金流
BV11K9cB1Eeh,犟种转店被套路，勇哥：你真是个猪啊！不撞南墙不回头非要开面馆。真的劝不住，这钱是非亏不可吗？ @勇哥餐饮原创,20:51,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV1bjXZBGEKn,30万开米线店，每月亏2万多！位置选在宵夜一条街！老板真是“人才”  @勇哥餐饮原创,16:27,no_ai_zh,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1wT9JBZE7P,这位姑娘有点犟，要在上海开三文鱼刺身，勇哥有点劝不动。 @勇哥餐饮原创,19:44,saved,其他案例/内容,
BV19H97BzEN3,小伙的砂锅菜开业前心虚了，对周围数据一问三不知，听亲戚说地方好就敢开！11万的投入会不会血本无归？ @勇哥餐饮原创,22:53,saved,其他案例/内容,投入过重
BV16C9LB2Emg,200W开龙虎象火锅，年租金130万，月销70W才能保本！800平米的店居然没有停车位。@勇哥餐饮原创,26:58,saved,其他案例/内容,
BV19jXrBTEW4,小伙被小某薯种草，要开漂亮酒。被勇哥一顿教育：“勾痒定律” @勇哥餐饮原创,18:47,no_ai_zh,开店前/投入决策,
BV1MyX6BFEos,花8万在村里开糖水，好朋友入股30万装修。要把这里打造成网红打卡点！@勇哥餐饮原创,24:34,saved,其他案例/内容,投入过重
BV1YBXhBGEvY,15万盘下煎饼店，夫妻两人月赚1.9万后悔了！@勇哥餐饮原创,16:00,saved,增长/成功复盘,增长诉求
BV1KGXhBcEAf,30万加盟糖水，月亏6千也要坚持开满5年，只为拿回总部的押金！中间15万开的奶茶店也亏光了@勇哥餐饮原创,18:43,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV16gXoB4E7h,店铺闲置6年舍不得出租，电竞小伙要跨行餐饮 @勇哥餐饮原创,16:05,saved,其他案例/内容,
BV1NNXSBUEdD,三孩妈妈被抖音奶茶加盟吸引，勇哥让她把手机换成老年机，20万差点就打了水漂。（视频补档） @勇哥餐饮原创,17:55,saved,其他案例/内容,加盟与品牌
BV1e3XDBYETC,15万加盟米线，还没开业就要倒闭！开店前不信任勇哥，这钱亏的一点也不冤。@勇哥餐饮原创,21:13,saved,经营困境/止损,亏损与现金流、加盟与品牌
BV185XUBQEYu,老哥要在城中村开熟食店，可这房子“有点危”。@勇哥餐饮,09:06,saved,其他案例/内容,
BV1VQXjBTERx,砸30万加盟甜品店，每天却只赚30块！总部也跑路失联了。十年打工一场空  @勇哥餐饮原创,18:29,saved,其他案例/内容,加盟与品牌、投入过重
BV15mX5BwEFQ,成都首家甜品自助，月营业额10W+。本来有多家分店  @勇哥餐饮原创,15:09,saved,其他案例/内容,增长诉求
BV1KZXGB2E7J,不要看人拉屎钩子痒，每天起床先撒泡尿照一照  @勇哥餐饮原创,00:56,no_ai_zh,其他案例/内容,
BV18wXMBBE3w,旧锅炉房里开私房菜！老哥预算20万能不能开？ @勇哥餐饮原创,12:04,saved,其他案例/内容,
BV1sKXPBJE5h,老哥开猪脚饭月赚近10W！又50W开分店，没想到这次翻车。@勇哥餐饮原创,13:12,saved,增长/成功复盘,增长诉求
BV1YpXpBnEm9,“勇哥大厦准备上市”巨大历史机遇！老哥租下一栋楼要开披萨  @勇哥餐饮,16:18,saved,开店前/投入决策,
BV129XHBgEfS,小伙亏钱亏傻了！还要全负债25万开奶茶，位置选在倒闭商圈。宣称没有钱更要创业！@勇哥餐饮原创,19:03,saved,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1iVXnBUEKe,亲戚合伙30万开烤鱼店，2斤烤鱼2百块！小伙说别人的烤鱼没有我的好吃。@勇哥餐饮原创,29:48,saved,其他案例/内容,投入过重、运营与人员
BV1YnQUB9Esp,小伙啥都不懂，拉着父母就要开麻辣烫，太想创业了！勇哥：开了必亏 @勇哥餐饮原创,20:35,saved,经营困境/止损,亏损与现金流
BV1UDQmB5ENs,勇哥也是张雪峰老师的粉丝，得知张老师逝世也很难过,02:29,no_ai_zh,其他案例/内容,
BV1grQ1BCEz3,80万转让费的蜜雪冰城，每月能赚3万多！真赚钱能轮到你！,14:36,no_ai_zh,开店前/投入决策,投入过重
BV1YKQ6BwE3J,开局两个桶，最低成本“建店”，三天就回本！小伙风险意识有史以来排第一。 @勇哥餐饮原创,13:03,saved,增长/成功复盘,产品与定价
BV1ruQzB3EuX,负债2百万，再砸1百万开1600平火锅店＝负债300万！ 开业后天天亏钱还有救吗？@勇哥餐饮原创,25:35,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1B8QfBtEAi,富二代要40万开酸奶店，做好亏1百万的准备！勇哥VS少爷。 @勇哥餐饮原创,18:31,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1dRQZBHETo,6万接盘“贫民窟厕所风”餐饮店，三哥看了都摇头。每天亏1百小伙还想要开下去 @勇哥餐饮原创,17:53,saved,经营困境/止损,亏损与现金流
BV1Q8A3zGEMu,小伙听姐夫的，负债加盟千层蛋糕，勇哥苦劝犟小伙。 @勇哥餐饮原创,18:26,saved,其他案例/内容,亏损与现金流、加盟与品牌
BV1mYAuzaE54,60万开啤酒交易所，没开始就亏掉20万  @勇哥餐饮原创,26:57,saved,经营困境/止损,亏损与现金流、投入过重
BV1KfAgzeEN7,混子没文化真可怕！10万开避风塘奶茶，赚钱的店却给了别人。 @勇哥餐饮原创,21:11,saved,其他案例/内容,投入过重
BV1z4AMzmEzj,面馆生意整条街最差，要花35万换位置！拉不下屎坏茅房。 @勇哥餐饮原创,22:58,saved,其他案例/内容,选址与客流
BV1emAAzZEXy,沪爷300万开茶馆，每年房租就要46万！回本遥遥无期。 @勇哥餐饮原创,13:51,saved,增长/成功复盘,投入过重
BV154AwzWEM8,一年卖1千万的烧烤店，老板要2百万开分店，勇次郎拦着不让开。 @勇哥餐饮原创,23:06,saved,其他案例/内容,投入过重、产品与定价
BV1TiAFzzEZM,《上班腻了要创业》老哥要30万接盘火锅店，勇次郎：媳妇赚钱你来亏！ @勇哥餐饮原创,20:41,no_ai_zh,经营困境/止损,亏损与现金流
BV1HWAJzJE2d,60万转让费的蜜雪冰城，要10年才能回本，值不值的干？ @勇哥餐饮原创,19:40,saved,开店前/投入决策,投入过重
BV1v7AnzGEWr,《不想上班》小红薯刷到转让坑，14万的咖啡厅能不能接盘？ @勇哥餐饮原创,19:09,saved,其他案例/内容,
BV1Jtw1zUEwy,大姐30万开烤鸡店，最后变成负债90万！有史以来被洗脑最严重的！@勇哥餐饮原创,24:24,saved,其他案例/内容,亏损与现金流、投入过重
BV1nBwkz5EUw,30万开二次元餐厅，顾客全是勇哥粉丝！振兴青岛二次元！ @勇哥餐饮原创,17:30,saved,其他案例/内容,投入过重
BV1DTwiz3EoE,姐姐带弟弟们40万开农家乐，本想带家人致富，结果好心办坏事。  @勇哥餐饮原创,17:54,saved,其他案例/内容,投入过重
BV1TQwezYEHu,小伙20万开糖葫芦店，只卖4百却有四个店员！勇哥：两个月基本赔光 @勇哥餐饮原创,21:19,saved,经营困境/止损,亏损与现金流、投入过重、产品与定价
BV1dgwYzrEqM,45万开海鲜痛风锅！每个月亏3万，勇哥：归零@勇哥餐饮原创,22:21,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1eiwRzPEcT,985研究生毕业困难，只能卖炸鸡！勇次郎在线摇人 @勇哥餐饮原创,32:14,no_ai_zh,其他案例/内容,产品与定价
BV16HwRzCEtK,听信免费飞机票，夫妻飞到快招总部，35万开铁板烧每月亏2万  @勇哥餐饮原创,23:05,no_ai_zh,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1g7w9ztEfn,负债23万开面馆，开业后每月亏2万，亏的连房租都掏不出来了 @勇哥餐饮原创,30:36,saved,经营困境/止损,亏损与现金流、投入过重
BV1JowDzPE41,奶茶快招受害者-1，多亏前一天刷到勇哥视频！ @勇哥餐饮原创,18:42,saved,经营困境/止损,亏损与现金流
BV1bcwXznE54,大学生要开米线店没钱，要姐姐的创业贷！家里已经负债60万，勇哥：当你姐真倒霉 @勇哥餐饮原创,26:32,saved,开店前/投入决策,亏损与现金流
BV1r5wEzkETx,小伙街边卖鸡叉骨很务实，和女友两人共同努力，来自勇哥的认可 @勇哥餐饮原创,14:46,saved,其他案例/内容,产品与定价
BV1SZw7zWEE1,小伙全负债0元起手，25万开小火锅，难道只能卖房还债啦？勇次郎：小红薯大法发动！@勇哥餐饮原创,11:52,saved,其他案例/内容,亏损与现金流、投入过重、产品与定价
BV1vpwjzbEC9,小伙拿媳妇当挡箭牌，非要10万开奶茶店，位置远在集装箱二层，这钱是非亏不可！@勇哥餐饮原创,30:51,saved,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1aowMzPEVL,小伙生意不好找勇哥支招，但我亏钱也不想改！勇哥；倒闭后再找我。 @勇哥餐饮原创,14:16,saved,经营困境/止损,亏损与现金流
BV1DvwTzbE8w,穷人的钱好骗不好赚，穷人思维和富人思维（勇哥餐饮）,01:13,saved,其他案例/内容,
BV1P2wtzkEhQ,小伙校园卖炸鸡月赚8千，来自勇哥的“认可” @勇哥餐饮原创,14:03,saved,增长/成功复盘,产品与定价、增长诉求
BV1tbwWzBErq,30万开彩票咖啡店！勇哥苦劝不听，已经开业 @勇哥餐饮原创,25:02,saved,其他案例/内容,投入过重
BV1ScwnzFEAs,20万开的米线店亏钱怎么办？勇哥：一碗猪脚饭，吃出男人的浪漫！ @勇哥餐饮原创,14:09,saved,经营困境/止损,亏损与现金流、投入过重
BV1HPcQzvEp6,富二代学生28万开餐吧，每月亏2万，勇哥让马上关店，小伙不死心  @勇哥餐饮原创,20:34,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1qgcSzXEpn,30万开火锅店月亏1万，本想增加收入，没想到越坚持越亏钱@勇哥餐饮原创,26:41,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1udcCzZEYU,20万接下80万的户外营地，做钓虾值不值？@勇哥餐饮原创,16:44,no_ai_zh,其他案例/内容,
BV1KFckz7EGU,见人赚钱钩子痒，于是60万也开串串火锅，每天亏6百，开业两个月就坚持不住了@勇哥餐饮原创,15:09,saved,经营困境/止损,亏损与现金流
BV1W1ckz1Ew7,36万开店全赔光！十年打工一场空，负债也要当老板@勇哥餐饮原创,29:06,saved,经营困境/止损,亏损与现金流、投入过重
BV1pCc6zuEBz,先开汽车养护亏了20万，又30万开干蒸菜又赔光！还想要接着干！@勇哥餐饮原创,29:43,saved,经营困境/止损,亏损与现金流、投入过重
BV1gkwFzrELX,海绵堡堡汉堡店，每月能赚3万！老板表示很累。@勇哥餐饮原创,12:37,saved,其他案例/内容,
BV1NDcZztEEt,找不到瑞幸官网，50万开杂牌咖啡，全部赔光@勇哥餐饮原创,23:52,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1oycozkEVV,姑娘花10万开糖水店，0元房租还能每月亏损6千块！@勇哥餐饮原创,12:31,saved,经营困境/止损,亏损与现金流、投入过重
BV1mVcXz7Evj,鸟巢旁边卖小吃，1辆能赚十几万，大哥手里还握有多辆小吃车！@勇哥餐饮原创,11:58,saved,其他案例/内容,产品与定价
BV1VCNFzQETk,年赚30万的烧烤店，只需要2万转让费！大哥听信接盘后每月亏7千，才知道上当了@勇哥餐饮原创,18:48,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1BgPfzsEec,巨大商业奇遇！家是本拼好蛋！拉人头送鸡蛋，餐饮界拼夕夕？@勇哥餐饮原创,31:43,saved,其他案例/内容,
BV198P9zKEBN,广东东莞十年老面馆，年赚30万！大姐还想着学习赚更多@勇哥餐饮原创,11:56,saved,其他案例/内容,
BV1cgPQzGEaq,16万开魔术主题酒吧，先到酒吧表演适应后，再来开店，感觉很靠谱啊 @勇哥餐饮原创,18:20,saved,其他案例/内容,投入过重
BV1ewPDzZEXs,烹饪教师10万开甲鱼干锅，每月亏1.2万，是接着亏还是选择转出去  @勇哥餐饮原创,21:56,saved,经营困境/止损,亏损与现金流、投入过重
BV1mjNVz2Ecp,勇哥V S勇茶，小伙从深圳到成都，只为月赚3千！@勇哥餐饮原创,22:29,saved,增长/成功复盘,增长诉求
BV13JNMzgERB,负债100万开火锅店，光转让费就30万！5年回本值得吗？  注：小勇创业说餐饮  你真牛啊！全部视频、封面、标题、直接盗搬。近期不下架视频，我就提交移除申请了,19:06,saved,开店前/投入决策,亏损与现金流、投入过重
BV1RxPhz6EDk,宝妈创业楷模，拿5万块干餐饮，只想赚个高工资（头脑清醒）@勇哥餐饮原创,05:19,saved,其他案例/内容,
BV1SHPpz3Emi,馋水煮蛙花1.8万学技术，租房被房东一逼单，直接给2万定金+1万转让费！这店要是开了女朋友就拜拜！@勇哥餐饮原创,26:55,saved,开店前/投入决策,投入过重
BV1E4PWzoEMr,婆媳负债12万开蛋糕店，未开业就倒闭！高血压慎重观看。@勇哥餐饮原创,34:16,no_ai_zh,经营困境/止损,亏损与现金流、投入过重
BV1GYPkzvE5e,又富一个，烧烤小伙淡季月赚1万5，只因简单相信照着做，马上旺季来临，勇哥提前恭喜发财！@勇哥餐饮原创,12:17,no_ai_zh,增长/成功复盘,增长诉求
BV1twPyzeEXU,夫妻要27万接盘漂亮饭，数据全听老板说，勇哥：开了最少亏50万！@勇哥餐饮原创,20:50,saved,经营困境/止损,亏损与现金流
BV1U7PrzdEJd,河南女VS河北男，为开店闹离婚！宝妈连线勇哥，地锅鸡到底能不能干？勇次郎化身情感主播@勇哥餐饮原创,21:33,saved,其他案例/内容,
BV1fvPzziEAb,宝妈负债40万开韩式烤肉，三个月亏12万！选址在老年社区店员每天躺平@勇哥餐饮原创,23:09,no_ai_zh,经营困境/止损,亏损与现金流、选址与客流、投入过重
BV1UuPqz1E6G,大学生贷款创业，25万开自助串串，从日赚9元到月亏9千！@勇哥餐饮原创,25:50,saved,经营困境/止损,亏损与现金流、投入过重
BV1uQPNzZED5,《又富一个》60万开杂牌汉堡炸鸡，总部跑路天天亏钱，绝境变商机，小伙要暴富！（广东湛江）@勇哥餐饮原创,17:52,saved,经营困境/止损,亏损与现金流、加盟与品牌、投入过重
BV1LAPTzuEP6,蛋糕仙人年销180万，苦等12年0元购隔壁汉堡店！老板赚钱后表示很迷茫 @勇哥餐饮原创,41:39,saved,其他案例/内容,
