bvid,title,stated_requests,diagnosed_risks,request_snippet,question_protocol
BV1TpAZzeEgP,小伙刷爆信用卡，30万开“猴赛雷奶茶”，还把亲姐拉下水，如今月亏2万  @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,想问一下你这个地方如果说不是台风的话像每天这个地方你什么时间段这条街上有人呢这条街大概就是四点到晚上十点钟这样,问初始投入与债务、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问租约与一次性费用、先看店外与门头
BV13UPjzbEPD,自创奶茶一年亏掉60万，运气赚钱实力亏！@勇哥餐饮原创,亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,我刚刚说的话你觉得是在放屁呀帅哥你一来一回你是亏了60万哦一来本来该挣的14万4你没有挣到你又亏了45万你就亏了60万每个月亏5万哪个店是你的啊这个橘米居这家橘米居卖家具的吗啊哈不是就是卖果茶的卖奶茶的吗啊果茶奶茶咖啡都有橘里区也有你站远一点呢我看你这个门头很大气啊这这比较宽我们这个门店OK哪个城市啊呃海南海口海南海口对OK现在一天卖多少钱一天只能卖到五六百五六百嘿嘿550嘛毛利率多少毛利率额60.6%啊330的毛利是吧这个店是多大面积大家呃70平方七十七十平海口租金多少钱一个月租金是1万2但是这个对这个是我们自家的自家的铺面所以说就就如果正常来讲你租出去是租1万2嘛是不是啊对对对一天400那还是要算上几个人在天上呃两个人人工算多少钱额三千三千一天200水电器多少钱呃水电气一天呃不到100块钱吧80吧算80这样子每天亏350嘿嘿是吧如果要算上房租的话每天亏350对对对这个店开多久呢呃大半年了去年5月开的开之前认识我们吗呃很早之前,先看店外与门头、确认城市与商圈、问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问经营时长与历史、问初始投入与债务、拆分堂食/外卖/渠道、比较退出与机会成本、问租约与一次性费用
BV17HPgzXEUG,加盟蜜雪被拒，嫌茶百道贵，20万开杂牌奶茶后，如今月亏6千。。。@勇哥餐饮原创,提升营业额/单量,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,那这个店开下来一共花多少钱呢嗯20万左右20万那你有没有想过人家蜜雪都没审核过都不让你做你为什么还要去非得去做呢人家都跟你说了哥们前方有坑别去呢我也不想带你去踩坑你说我不我就要过去把这个坑给踩踩踩漏了这为止OKOK个DER啊这个你这个是你开的吗对老相好了呀这个品牌也是连麦常客了呃提升营业额吧提升个DER啊这有啥好提升的旁边是库迪啊对拿我里面拿稳手机别晃啊大学里面啊对库迪刚开业吗还是你刚开业呃我们都是去年下半年开业的那为什么还花放着花篮他都一直没撤一直在这里啊别晃别晃对着这个地儿哪个城市江西九江九江市区县城市区一天卖多少钱呃800~1000多啊喂还能卖这么多啊雪下里面唉也是送外卖刮目相待刮目相待刮目相待900块差不多是吧一个月有没有3万嗯好的时候有3万5左右正常情况有多少嗯22万5吧2万5到3万那平均就900吧差不多毛利率多少马率30%嗯百分之多少30是加上加上的外卖的是不是对你现在900块钱里面有多少是外卖95%以上95%都是外,确认城市与商圈、问当前营业额、问毛利与变动成本、问人员与老板劳动、问水电与其他固定支出、问经营时长与历史、先看店外与门头、问面积与房租
BV1JdAez9EHD,23万开烧烤大排档亏钱，合伙人跑路，每月亏1万多还有救吗？ @勇哥餐饮原创,提升营业额/单量,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题呢哦是这样子的因为我这个开了半年之前是跟人家合伙的然后人家合伙人做了一个月然后他就走了目前现在生意状况不好他为啥要走呢因为他开这个店之前本身是开始是他自己做的后来是后来之后他准备装修的时候他没有资金然后是我是我老公的表弟然后他就找我老公给她帮忙然后意思就是说他出他出人然后我们出的钱然后结果我们经营了一个月一个月的时候可能说没有达到他的预期还是什么然后他就直接撂挑子就走了这么神呐对因为所有的钱都是我们出的然后刚开始的时候第一个月的时候营业额还行然后中间也是因为为什么我们是没有做过餐饮他做过他是一个烧烤师傅等于说等于说是这样嘛一开始你他要开店然后他把店租了开始装修了发现没钱就找你老公投钱就说你们投钱他投人带人对那你们占多少股份他占多少股份呢就是相对来说赚的话就是对半因为后期就是他说把就是我们投资的钱本就是说赚回来之后然后后期的钱就是对半再对钱全部是你们投的大部分因为他只出了应该这个店开了20又一起前前后后花了23然后他只,问当前营业额、问毛利与变动成本、先看店外与门头、问面积与房租、问水电与其他固定支出、问初始投入与债务、确认城市与商圈
BV17XA8zgEtM,50万开牛肉海鲜火锅，8个月全亏光！48岁大哥创业燃尽了  @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题,这个店投了多少钱投了50多万明白亏一归一归一零大概率亏完了一波一零老哥我们这个店现在是经营了八个月现在的业绩很差所以看看勇哥有什么好的建议和方案OK老哥今年多少岁呢呃四十八四十八做过餐饮吗对没有以前做啥的啊以前做建材的做建材的对开的什么店啊开的就是那个牛肉海鲜自选火锅就是仿这个福州朱富贵那个系列的牛肉海鲜自选火锅对就牛肉和海鲜都自选是吧那整个就是一人一锅的啊就是这个一人一锅的叫赶海是不是啊对对对对对多大面积啊这个店哎这店多大面积啊老哥285好就在这站一下别别走现在一天卖多少钱现在这个2月份总共都不到2万春节这个月啊哎对春节呀过年啊一个月才卖2万吗对对那平时呢我总共八个月嘛然后我把每个月的数据都跟你说一下嘛所以春节的你给我说一下就行了非春节多少呃1月份是3万去年12月份3万六十1月份是4万11月份是8万9月份是6万8月份是14万7月份开张那是17万嗯也就是说春节这个月反而最差的是吧对对对这个这个就是这个你平均一会给你算1000块钱,问初始投入与债务、确认品类与核心产品、问面积与房租、问当前营业额、问毛利与变动成本、确认城市与商圈、问人员与老板劳动、问水电与其他固定支出、先看店外与门头
BV1LoA8zqEEc,60万开广西鲜料爆炒，月亏1万8能救吗？ @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、人工/产能/交付问题、经营者经验/机会成本,等于说你以前是一个600人团队的老板其中一员吧其中合伙人哦对对对然后以前这也是几30几家店一年的产能能做到8000多万对8000多万19年的时候8900万嗯哦然后现在当时然后因为各种原因全部都关掉了然后现在又重新来你自己来创造品牌你这个店看起来很复古啊呃他是一个大排档啊他是一个大排档的形式嗯然后叫叫什么店我看一下往后退一点广西鲜料爆炒对这招牌设计的很有意思啊春灌水这个招牌是我们的呃顾客最后集思广益帮我们设计的这是遇到什么题呢呃主要是这个现在的这个营业额不是很高然后我我能不能把从头到尾给您讲一遍啊可以讲讲讲没问题呃呃这个店呢是去年的9月26号开的我们在西安市嗯在西安市开的这个店在西安市的碑林区然后我这个店开了以后呃就紧接着西安的45天一直在下雨其实那个时候生意都没有说特别差呃周内可能卖个三四千然后周末能上个最高一次上个9000多块钱但是到12月的中旬的时候就是17号那一天啊最差的一天一天的时间卖了475卖了475块钱就是生意什么时,比较退出与机会成本、先看店外与门头、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问初始投入与债务、确认城市与商圈、追问客户与消费理由、拆分堂食/外卖/渠道
BV1hpADznEgG,贷款60万砸80万开汉堡披萨店，亏光后不甘心再砸20万接着开！（经典补档）@勇哥餐饮原创,请人诊断/优化,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,遇到什么问题呢老板娘我那个啥那个我想优化一下我现在这个店嗯哪个店又是汉堡啊汉堡披萨不要对不要什么不要怼我我不怼你我一般不怼女生啊哈这个新主播也是你的吗一个是不是原来这个我这个店是这到新主播这么大的然后后来从呃去年我开始下半年就年底了哎年底今年初我就把割了一半租出去了嗯都给这个新主播了好你现在一天卖多少钱是23年嗯昨天算是很忙吧才卖了五六百块钱昨天周六的嘛礼拜六啊昨天周六的嘛昨天周六对周五周六一个月能做多少营额嗯嗯现在不好说平时特别闲200块钱平均一天300一个月能不能卖到九千九千能不能卖到平均差不多吧毛利率有多少呃55以上165的毛利你这个店现在隔给别人了还有多大的面积还有就是50平吧不用走进去啊走进去嘛走着走来走进去我看一眼好的我翻一下台下一次然后翻译就是这个样你这个这么矮是什么意思啊哦原来我这个地方是个排风我厨房在里面然后排风走的这个地方我就隔了一个这么大的两个管子啊哦你手举起来能摸能摸到天花板吗啊摸不呃这个地方吗这个地方摸,问初始投入与债务、问当前营业额、先看店外与门头、问面积与房租、问人员与老板劳动、确认城市与商圈、问水电与其他固定支出、问经营时长与历史、拆分堂食/外卖/渠道
BV1LgfvBzE8V,花10W马币在马来西亚开中式小碗菜，月亏2万，有救吗？,亏损/是否止损、产能/人员/运营,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、人工/产能/交付问题、经营者经验/机会成本,这个店一共投资多少钱呢呃10万马币10万马币啊每天亏800一个月亏2万4就是说准备要掏老本了哈哈哎呀做了做了一个月的小碗菜感觉不行现在想改面馆不知道行不行我看你车牌是黑的在国外吗在国外吗在哪个国家在大马马来西亚对做了一个月的小碗菜对OK叫我们什么每天来吗对对每天每天来饭什么看不清楚饭堂饭堂是吧嗯中式小碗菜旺火现炒对是不是现炒的是先炒的百分百现炒的没有运子菜到马来西亚多久呢嗯嗯快快两年了啊明白以前也是在马来西亚开餐饮吗呃我上一个面馆刚搬过来嘛刚不做了以前是在马来西亚开面馆的对对对那为啥不接着开面馆呢哎呀这不是来了个厨师吗他合伙人吗他说他会炒我感觉这边有一个小碗菜生意挺好的我就我自己并不是厨子是不是对我不是OK开了一个月现在一天卖多少钱呢几百块钱几百现在这两天是五六百嘿嘿嘿五六百马币嘛我大年初一的时候马币嘛干了个1500是吧啊马币马马币马币那OK毛利率多少哎呀我感觉50都没有这个小碗菜房租多少钱呢6000一个月一天200都是算的马币,问初始投入与债务、问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、先看店外与门头
BV1o4fpBuEn4,40万开烘培店，总部黄了自己成总部！月亏1万还能开吗？ @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,有什么问题想问我呢呃我我是看那个还能不能再再做下去还是说可以换个产品换个品因为我觉得这个地段应该还行吧你觉得这个位置是好位置吗呃之前觉得是好位置但是现在我就觉得没有那么好了但是这个客流量应该是还可以的OK明白你为啥之前会觉得这是好位置呢因为因为这那个我那个前面有一个小商圈然后还有大学还有夜市还有中学嗯所以说你觉得是个好位置客流量是个好位置哦哦对当时我认为是个好位置OK明白那我看一下你是个什么商圈哈你对着你的店360度原地转一圈这边是一个中国电信不用说话你对着你的电吧对准你的电先转嗯转一圈慢点Whereareyouinthemoon再转一圈呢再转一圈再转一圈慢点再转一圈慢点Brighterthanthemoon你当初来做这个店的时候有没有人帮你开过那帮你看过没有没有人就是他们总部也没帮你看过这个位置吗看过啊没有看过都是我自己选好的地然后直接找了找他们这是个什么商圈这是对面就社区嘛就街边店是不是对街边店对面是老小区然后我们这个店后面,确认城市与商圈、问当前营业额、问面积与房租、问人员与老板劳动、问水电与其他固定支出、先看店外与门头
BV1TWfyBQEVW,90万加盟杂牌拌饭，2个月全亏光！只因找不到米村官网，以此为戒。@勇哥餐饮原创,,不可逆投入/沉没成本过高、加盟/接盘/合同风险,爹娘顾南晟你还是人吗我的好夫人等会就到你了男生娶你不过是因为你家庭富裕如今顾家已是半斤首富你瑜伽已经没有用了难受送他最后一张不要怕不要怕我的好夫人在你走之前我告诉你一个秘密其实啊小时候承诺要娶你的人根本不是我真没想到这个东西居然有这么大的能力能让你死心塌地的为我们顾家当年做过这样你骗我我的好服了黄泉路上一路走好大家为夫家倾尽所有最后却沦为笑话被错爱10年的丈夫我也难得去顾南晟秦玉娥我做鬼都不会放过你今天是虞姝的生日当年你洞房未入便被应召出征路是虞姝替你照顾了我们顾家老小顾南晟秦玉娥我不是死了吗怎么又回到司令府了如今当上了司令凯旋而归却带回了这么一个青楼女子还要以正妻之意大办婚宴把他升为二姨太顾南晟你这是宠妾灭妻吗我的生日顾南晟带秦月娥恢复这不是5年前发生的事吗竟然回到了过去老夫人虽说我已怀有男生骨肉但既然你们不愿意让我留下我走便是哟起来虞姝玉娥陪伴我5年有余又身怀六甲你向来贤惠懂事不如就与他进门吧是我真没想到这个东西居然有这么大,先看店外与门头、问初始投入与债务
BV1GnfqB6Eq7,40万开炸鸡才20％的毛利率！每月亏6万！有卧龙周围必有凤雏  @勇哥餐饮原创,提升营业额/单量、亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,每个月亏6万我滴妈呀6万6啊你每天眼睛一睁开亏2000块啊2200啊哥们儿这个7K炸鸡店7K炸鸡在哪整个这个大店都是你的吗对对对门头从这边到这边都是我的门头很大炸鸡开这么大呀对对对招牌这么小啊里面还好只有青汁对招牌是为了省钱吗70平左右没有当时是设计的是这样觉得好看吗里面有个灯箱哦生意不好生意的话现在平均每天2500左右但是成本有点高啊在哪个城市啊在广州70平米的炸鸡店少见啊哥们儿而且你看这么大一个店结果门头这么小我还不知道还以为你省钱呢每天卖2500是不是对现在下来每天2500左右毛利率多少毛利率可能20都不到吧20不到对毛利率啊对对对对对你全是外卖吗外卖站一半唐诗占一半外卖可能占60%左右那不至于啊炸鸡啊20%的毛利啊因为开在大学城里面然后大家都很卷价格加上外卖费加一些打包费杂七杂八的话下来的话毛利率很低你价格很便宜吗价格很便宜也就是说你每天才500块钱的毛利啊对我们的定价和那些村子里面的外卖小店定价基本差不多房租多少钱一个,先看店外与门头、确认城市与商圈、问毛利与变动成本、问面积与房租、问经营时长与历史、问初始投入与债务、问租约与一次性费用、比较退出与机会成本、问当前营业额
BV1inZZBTEqx,因自己爱吃，13万开泡菜店！“天才选址”顾客进不来！每天亏250块  @勇哥餐饮原创,亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,问题呢就是我想说这个店因为现在每天都亏着的嘛就是还有没有起来的可能性你对着你的店我看一下位置来360度原地转一圈转镜头低一点InthemoonBrigainthemoon你在我直播间看了这么久的直播你都在看啥呀姑娘我就想问你个问题很明显你这个位置不行啊姑娘你走到你走到边上你你往就是顾客来的方向你往来的方向走往往边上走你走到马路上你自己走过去你自己看你这个可借鉴程度这么差谁会走到你这里面来你说你得多大盘人家才会专门走到这里面来买你的泡菜呀你这个和对面的这些商圈完全是隔开的呀我看一下楼梯这将来会怎么开走过去我看一眼你是不是长期生活在重庆所以说你觉得这种就是上坡下坡你你们的主观意识你们是觉得无所谓的是吗停对因为都是坡嘛停我看下对面对着你的店你看这个人家怎么过去姑娘怎么过去怎么消费就是你尽管你生活在重庆重庆确实有很多爬坡上坎的地方但是你是做生意啊你要考虑一个可接近程度啊你这个马路对面的人过不来呀对面就算有再多人他不会过来你这个是双向四车,确认品类与核心产品、确认城市与商圈、问经营时长与历史、问当前营业额、问面积与房租、先看店外与门头
BV1PcfEBrEfL,200万开披萨自助月亏6万！已经开业4年还能坚持下去吗？ @勇哥餐饮原创,亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,那姑娘你这个亏的多啊嗯一个月亏6万啊嗯真的假的啊这你一共你现在一共投了多少钱呢这个店呃我算了一下整体是209万209万披萨自助请您未成年17披萨自助啊对自助啊啊对自助就是但是不光是披萨中西餐结合啊种菜的话中餐菜大概有20多种但是你的招牌打的就是披萨自助你很容易给人家那你除了自助还有一些什么产品啊啊除了我们还可以单点就除了自助还可以啊像原来似的西餐单点也可以那你西餐也是自助的吗对西餐也是自助的都是都有些什么菜品啊你说一下啊比如说披萨披萨大概十种口味的然后有各种水果沙拉然后嗯中餐菜大概有20多种干煸系列的有十多种你说中餐还有20多种炒菜啊对炒菜中西结合对中西结合的自助是怎么想到的这种项目啊啊哈哈哈鼻子鼻子啊迪的哈哈迪的鼻子对就是这我在这个位置开了将近4年了之前一直做的是中西餐啊啊那你那你现在一天卖多少钱啊现在平均营业额才3300多块钱毛利率多少呢毛利率大概在呃40左右吧35~40这么低啊哦自助的哈啊对自助因为我们客单价比较低我订的是,问初始投入与债务、问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问水电与其他固定支出、先看店外与门头、追问客户与消费理由
BV1MnfgBdE4L,40万开铁板烧每月房租就要2万！月亏4万5还有救吗 @勇哥餐饮原创,亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,每天亏1482一个月亏4万5那我现在就几10万没了没了十天嗯铁板烧是吧是的在哪个城市啊在江西南昌哦你往后退一点呢铁板烧现炒现拌好吃下饭客单价多少钱额客单价的话大概四五十就是人均有点贵呢呃但是一般我们现在上套餐的话人均可以跑到30多左右这样子走进去我看下菜单是直接拿菜还是咋回事我们可以桌上扫码点单然后也有这种手撕墙的这种菜单走近一点出近一点我看一下你太贵了价格你eventolikeme不是称重的全是按份的是吧对那我问你个问题哈那我问你个问题那我如果你核心的就是铁板炒饭是不是对你中间整个那个电电炉是干啥的这个是给客户在桌上现炒的啊就是每一个顾客都到这儿来给现场吗是的当面现炒的这种在哪儿整的这种模式啊呃我是加盟品牌谁想出来的哈品牌方想出来的吗我滴妈难怪那我问你你比如说你那个牛肉20块钱一份有多少我们差不多有三两多哎我就想问一个问题哈如果我只想要两片牛肉两片猪肉一根火腿肠一个一半一半番茄两片生菜你炒而不炒嗯我们基本上是三四个菜以上才会我,确认城市与商圈、先看店外与门头、问当前营业额、问毛利与变动成本、问面积与房租、问人员与老板劳动、问经营时长与历史、问水电与其他固定支出、问初始投入与债务、问租约与一次性费用、比较退出与机会成本、追问客户与消费理由
BV1bwZzBqEma,15万开“山寨蜜雪”奶茶店月亏7千，勇哥建议改烧烤，老板称烧烤没前途 @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题,真的我滴妈真的你要把人给气死啊哥们儿你你咋还笑得出来关键是你第一个店不赚钱你又搬到这来继续来搞你告诉我你咋笑得出来啊尚品冰城对上上雪冰城呢不就更接近了吗嘿嘿嘿嘿嘿啊那个太擦擦边的太明显了自己起的名字吗还是咋回事儿加盟的加盟的对OK1天卖多少钱因为我这里是靠近这个学校边这两天放假了放假了你这两天就是个两三百块钱你对着你的店对着你店别晃别晃别晃别晃两三百是不是对哼毛利率有多少不毛利率你知不知道怎么算我问你就是你300块钱你需要300块钱的食材吗加然后再加上那个扣点扣点的话像我做一杯十块钱的出去那到手五块钱十块钱的到手五块钱是吧那这五块钱的那这那这一杯成本多少钱呢成本的话大概三块多四块吧那就是50%40%的毛利率吗还是有对120的毛利你在哪个城市啊在贵州盘州市区还是县城呢嗯县级市OK额租金多少钱一个月呢租金的话我一年是4万6一年4万6也就是说每个月是3833每天的租金127块钱几个人在天上嗯我跟我老婆你跟你老婆是吧对OK人工多少钱呢算,先看店外与门头、确认城市与商圈、问面积与房租、问人员与老板劳动、问水电与其他固定支出、问经营时长与历史、比较退出与机会成本、问当前营业额
BV1kHZuBGE4E,大姐负债20万加盟杂牌汉堡！每天亏400还能救吗？ @勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题,遇到什么问题呢就相当于就是22号到31号那个放假之前的话生意很好就是啊开学以后就生意就只有星期六星期天稍微好一点了生意很好是卖多少钱啊就2000多3000吧现在卖多少钱现在星期一到星期四一千三左右啊周末呢周末两千两千八吧20天有没有4万20天啊我想想哈嗯因为之前是放假嘛啦算下来可能有吧嗯相当于每天1780是吧啊对平均嘛好毛利率有多少毛利牛我也不知道诶因为我觉得他们他们公司弄的什么美团啊那个特别是那个抖音然后来到店里的核销的话我觉得好便宜哦具体的话因为我才做这一行嘛所以没有只也不知道怎么算对号毛利率不清楚啊对因为他们弄那个抖音的话弄下来毛利率我就真的是不知道有多少了那你你的抖音套餐是怎么卖的抖音套餐比如说有的时候打的可能大概有你按照原价来说可能怕有四折啊这些不你多少钱卖了多少东西嘛哦多少钱卖了多少东西啊啊嗯我也没有算过耶比如说人家来店里面合比如说20块钱你是给他几个汉堡几个炸鸡几份薯条几份可乐20块钱的话至少说有两份然后你现在的是,问初始投入与债务、先看店外与门头、确认城市与商圈、问面积与房租、问人员与老板劳动、问水电与其他固定支出、拆分堂食/外卖/渠道、问租约与一次性费用、比较退出与机会成本、问当前营业额
BV16oZxBpEnb,30万加盟杂牌奶茶和霸王蜜雪对掏！月亏1万8 @勇哥餐饮原创,提升营业额/单量、亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题,相当于就目前来讲每天亏596一个月亏7880哦这个店投入多少钱投入就是30万30万已经在开店了是不是哦嗯哦就是我们店现在我们不想干了然后想看看让你看看干你能干啥生意不好是吗对你走远一点什么店就这个哎这个呀哦哎这可以啊生意怎么样哦不怎么样经常没有没有顾客几乎没有顾客一天卖多少钱啊就是就是十几杯吧呃十来杯是有多少钱就是有时候几十块钱有时候100多有时候最好就是200多吧开多久啦哦一个多月一个多月是不是一个月卖了多少营养嗯几千呀就是4000多块钱4000多就平均一天150嘛哦就这样毛利率有多少毛利率那现在目前我感觉全部是赔钱然后就是这些钱就都是那个外卖上的就是连成本大约就是三块多吧啊那就有60%的毛利嘛是吧对嗯OK那90块钱的毛利吗那这个就是你想表达的就是这90块钱不重要了是不是哦对就是现在根本没有顾客镜头高一点在哪个城市啊哦河南新乡的一个一个县城河南新乡一个县城是吗哦对好的租金多少钱一个月15万啊一个月一年15万一年15万嗯对1万2,问初始投入与债务、问当前营业额、问经营时长与历史、确认城市与商圈、问面积与房租、问人员与老板劳动、问水电与其他固定支出、先看店外与门头
BV1jJFfzyE37,二次元小登厨披萨店！对于二刺螈勇哥有点懵！@勇哥餐饮原创,开店/选址/签约前判断,不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,想问一下我是不是真的不好做是不是真的要倒闭是吗哦对对对对对OK这个店已经开了还是呃现在是已经在经营呢还是没有经营还没有经营还在进物料但差不多了准备准备多久开业呢年前先开个就是蓝色的那个外卖平台试营一下这个店你看下就是这个前面的堂食部分比较小啊等等等一下左边还有一张床吗呃其实沙发为什么有这个呢是因为这边经常有流浪狗然后我怕没有帘子它会跳到沙发上我嫌脏所以我搞了个帘子哦哦是这样的那那到时候咱咱开业的时候这个沙发也放这吗这个这个应该吧哈哈因为之前的店主没关系如果说你只是做外卖我觉得OK好吧但是放在这儿是不是有点不雅观还有一个问题啊你是收养了很多流浪狗在这吗不是收养是是他们就是我不说这个东西是我吃剩的我我给他吃一下但是平时就是他们是四处乱窜的哦啊明白了就是你会拿一些东西来喂它们是吧呃有有有东西有吃剩的就喂一下反正这边附近店铺都是这样的好明白往后退吧往后退往后退再往后对战你的店拿镜头高一点这个小叫叫叫小灯厨啊对对对小灯厨来今天来点老灯问一,确认城市与商圈、问面积与房租、问经营时长与历史、问租约与一次性费用、比较退出与机会成本、先看店外与门头
BV1ugFvzYEkn,小伙要20万开200平的烘培店！初生牛犊不怕虎！  @勇哥餐饮原创,,不可逆投入/沉没成本过高、产品价值/定价/毛利错误、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,遇到什么问题呢啊我就现在选址啊就想在这个地方开一个蛋糕甜品店可以吗稍等一下寻找位置是吧啊对对对哪个店只给我看一下就这个先运精瓶底座吗啊对OK在哪个城市啊呃在镇平县是个乡镇是石佛寺镇哪个省啊河南省啊多大面积啊这个店啊200平吧200平是吧这么大呀租金多少钱一个月租金667万吧嗯嗯你做个你开烘焙店需要200平吗呃差不多要啊为什么要200平啊哎我还要弄什么冻货呀什么的还要弄什么冻库有冻库冻库啊对放那些甜品什么的OK转弯费多少钱啊这不是这不是转让位这是出租的那那你看你就算要洞窟也要不了200平啊这这地方都都是这么大的OK今年多少岁了二十二二十二是不是啊这个烘焙店是加盟还是自营啊自营自营自营是不是啊对对对好的技术会吗嗯会我学了有45年了你之前就是在这种烘焙店里面上班是不是啊对对对嗯上班上班然后自己会做了现在就想自己开个店嗯是的我看装修得花多少钱装修差不多要10万10万吧设备多少钱设备估计也得个10万首批布料多少钱物料的话物料我还没怎么算啊,确认城市与商圈、问面积与房租、比较退出与机会成本、问人员与老板劳动、问当前营业额、问初始投入与债务
BV1UyfoBREpE,女老板砸300万开酒吧！开业50天赔光！@勇哥餐饮原创,,单位经济与现金流不成立、不可逆投入/沉没成本过高、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,两个月你亏了300万啊姐老板娘老板娘呵呵做餐饮这一系列赔的最多的呵呵真的而且时间最快的速度最快效率最高金额最高what现在想问您一下就是我们这个店你看还还有没有就是其他的可能性干些餐饮呀转下型呀什么的OK就说你以前开的是酒吧投了中了300万开了50天的是的是的然后现在想问我就是能不能做其他的那你现在闭店的这四个月房租是正常在给的对房房租是正常在给的300万干啥不好啊老板娘这么有钱想着开酒吧以前开过酒吧吗以前没有以前干餐饮的什么livehouse啊上面是江南livehouse是不胭脂江湖加盟的能说吗加盟的呀对我勒个去酒吧加盟的呀对的这这能说啊咋不能说哪加盟的呃长沙总店应该在长沙哦哦他全国天津全国都有的嘛对的对的啊这加工费贵吗三十三十万嗯剩下的270万花哪儿去呢嗯装修呀人工啊然后后边儿还有赔的一天赔一个呵呵一天赔一个对明白你这这这个店多大面积呢呃大概总共面积大概400个平方左右你开业的时间卖多少钱啊开业的最好的卖1万多薅羊毛的太多了,问面积与房租、问水电与其他固定支出、先看店外与门头、比较退出与机会成本
BV1gbfDBkESU,宝妈10万开姨妈热饮店，暖暖女神饮2个月赔光！,亏损/是否止损,单位经济与现金流不成立、不可逆投入/沉没成本过高、目标客流/可见/转化断裂、加盟/接盘/合同风险、人工/产能/交付问题、经营者经验/机会成本,10万块钱兄弟们两个月没了一个月亏5万两个月亏10万一个月亏5万每天你们自己算对了亏多少钱每天亏1000多对吧2万9800姨妈带回家打完收工两个月你做啥呢姨妈热饮做姨妈热饮对在哪个城市啊在临沂山东临沂山东临沂是吧OK你走出去吧对准你的店现在一天卖多少钱呢唉一天100来块钱200来块钱150嘛差不多吧对毛利率有多少毛利率在50%以上吧啊我没有没有怎么细算过反正现在就是几乎每天都是赔钱开多久了啊快两个月了吧75块钱的毛利两个月这两个月都这样吗对OK房租多那个房子多大面积嗯有个30来平吧我问你啊这个店有没有挂蛋的时候没有是在临沂市区吗对最少的时候一天卖多少钱最少的时候一天卖个七八十最多的时候卖多少钱最多的时候卖了1000多就开业那一天是吗不是开业那一天是中间经营的时间OK你一个月平均下来有5000块钱的余额吗总的总的嗯差不多差不多嗯房租是多少钱来着房租2万51年是吧对相当于每个月的租金2083每天的租金69块钱对这个店几个人在电上就我,确认城市与商圈、先看店外与门头、问当前营业额、问经营时长与历史、问面积与房租、问水电与其他固定支出、问初始投入与债务、比较退出与机会成本
